sentence 1,sentence 2,score,predicted score,loss
Two dogs stand side by side in the yard.,Two dogs standing together in the yard.,2,1.682590365409851,0.19336090981960297
A snowboarder is grinding down a long concrete rail.,The snowboarder is grinding a rail.,2,1.075060486793518,0.9986122250556946
Family members standing outside a home.,A family is standing outside.,2,1.803268551826477,0.12990297377109528
People looking at a tiny dog sitting on a sidewalk.,Tall humans looking.,1,0.9492852091789246,0.36816033720970154
A man in a black hat opens his mouth.,A man in black hat keeps his lips sealed.,0,0.6259872913360596,0.7237985134124756
A van with writing on it driving in front of a store.,A broken-down van in front of a shopping mall.,0,0.6886056661605835,0.7325643301010132
Tourists enjoying mother nature.,Tourist standing in the middle of a busy intersection.,0,1.073378562927246,1.0702060461044312
A group of children walking on a trail.,The trail is wide.,1,0.803268551826477,0.2932591140270233
People laying in massage chairs,People relaxing in charis.,2,0.9582532644271851,1.1958348751068115
"An older man is kneeling and talking to a group of younger children, all in soccer uniforms.",a man talks to kids,2,0.7620415091514587,2.7193002700805664
A woman in a headscarf sitting in front of a loom.,a woman is weaving,0,1.0681129693984985,1.2087270021438599
The young boy in a red shirt and jeans resists his sister's request for water on the road.,A boy denies his sister a drink.,2,1.0656070709228516,0.8963671922683716
A man crouches down next to a motorcycle.,A man is down beside a motorcycle.,2,1.2195781469345093,0.736272931098938
"The two people are on the end of the dock with a boat behind them, and they are surrounded by water.",Two people standing on a boat dock next to the water.,2,1.1774344444274902,0.9267422556877136
a girl at a wedding holding some orange flowers,A girls is at her sister's wedding and holding orange flowers.,1,1.220381259918213,0.984589695930481
There are people walking down a busy nighttime street with signs lighting the way.,People are walking down a street holding homemade signs.,1,1.0653818845748901,0.7523772120475769
A brown dog races through a field.,A dog is barking out of the window.,0,0.6157037615776062,0.5937581062316895
"3 people sitting in a boat, rowing in a large body of water surrounded by greenery.",the people are ladies,1,1.2706224918365479,2.200589656829834
Several children are standing on the beach.,There is a group of people on the beach.,2,1.4752213954925537,0.37979942560195923
A young boy wearing blue pajamas and yellow glasses leaping into the air.,A boy in pajamas jumping.,2,1.6028386354446411,0.3002391755580902
"Two white-haired women, both wearing hats, play saxophones while standing in front of a pair of landscape paintings.",Two jazzwomen improvise together.,1,0.687421441078186,1.269895076751709
The middle eastern woman wearing the pink headscarf is walking beside a woman in a purple headscarf.,Two women are walking together.,0,1.4083585739135742,1.5938012599945068
"Six men, all wearing identifying number plaques, are participating in an outdoor race.",a man sits in a chair printing running bib numbers,0,0.7262241244316101,0.7459978461265564
People are sitting at tables.,People are seated at tables.,2,1.1778409481048584,0.8722419738769531
"A man with a cowboy hat green plaid shirt, jeans, and red boots and chaps rides a bay horse next to a young boy with a cowboy hat and blue shirt, jeans and chaps rides a pony next to him.",People are riding horses and ponies for a circus event.,1,1.0596203804016113,0.43157902359962463
Two men in shorts walking in front of a trashcan.,Two girls are jumping rope.,0,0.9464552402496338,1.2012768983840942
Four young children appear in this image wearing pants and shirts while they lounge in the room.,Four clothed children relaxing in a room.,2,1.330251932144165,0.5476182699203491
A little girl offers a ball to an upset toddler on a grassy field while a man in bermuda shorts stands behind them.,a group of children play tea in a bedroom.,0,1.083408236503601,1.0514967441558838
"Nine women in white robes with hoods walk on plush, green grass.",The women each have one head.,2,0.5230779051780701,1.7392168045043945
A child dressed in purple clothing and a hat runs in splashing water while a man and a small boy walk nearby.,a child enjoys summer vacation,1,1.1031513214111328,1.2327682971954346
An older caucasian couple is having their picture taken by a stone statue of a man and woman kissing.,The young couple are taking pictures of the countryside.,0,0.6328017711639404,0.7119008898735046
A group of firemen and officials prepare to turn a car right side after a crash.,A group of people are helping an accident victim on the highway.,1,0.6527163982391357,1.4941883087158203
A skateboard is grinding on a curb with his skateboard.,The skateboard is resting.,0,1.1509785652160645,1.3376028537750244
A toddler sits on a stone wall surrounded by fallen leaves.,A child sits on a wall writing a story of falling leaves,1,1.0476348400115967,0.9947748184204102
Trying very hard not to blend any of the yellow paint into the white.,Someone is painting.,2,0.7622213363647461,2.074756145477295
A man stands by an animal rights sign at an outdoor event.,A man is standing inside of his house,0,0.7020536661148071,0.7031213641166687
A gray rally car is being driven by two adult males while a large white container is tied down on top of the roof.,Two men are sitting on the grass next to a car.,0,0.6587674617767334,0.8425245881080627
A little girl in a gray shirt smiles as she brushes her teeth with a yellow and orange toothbrush.,A girl fakes a smile to brush her teeth.,1,1.0996508598327637,0.5828453302383423
A group of people walking in a line through the snow toward a mountain.,people running .,0,0.8033580183982849,0.6834065318107605
A woman in the street with a black shirt and stars with her mouth open.,There is someone outside.,2,1.8194574117660522,0.13893000781536102
A clown performs in a park among other people.,Inside the closet is dark.,0,0.6840937733650208,0.6863442659378052
a man with a blue jacket look at items.,A man looks over the wares at a flea market.,1,0.9529312252998352,1.0039843320846558
"Man in green vest directing traffic in snowy conditions, pedestrians standing on the sidelines.",A man is directing traffic,2,1.1756807565689087,0.8107710480690002
"A young female gymnast, wearing a sequined royal blue and white outfit, is lifting her right leg straight up in the air.","A younger gymnast, wearing dark blue and white, has her right leg straight in the air.",2,1.533608317375183,0.4389922022819519
Man on cellphone walking in front of silver car next to green grass.,The man is running in snow.,0,1.087752342224121,1.0061458349227905
Seven men wearing bright orange reflective vests are looking inside the door of a red train.,A group of men are looking in a train.,2,1.5828723907470703,0.32673847675323486
Two teenagers in green and brown coats pose for a picture while out shopping.,Two adult college students pose for a picture.,0,1.2477705478668213,1.577195644378662
Santa Claus being photographed at a holiday media event.,Santa Claus is the center of attention as usual.,1,0.7286667227745056,1.0450958013534546
A man and a woman are dancing in the crowd.,a man and woman dance alone,0,0.8821675777435303,1.0813333988189697
girl sitting in fire for a show,The girl is a performer for the show.,2,0.8809999227523804,2.4166338443756104
A boy rides his skateboard at the park.,A child rides his skateboard at the park.,2,0.9983227849006653,1.1340887546539307
Several men dressed in Renaissance outfits.,Nobody has an outfit,0,0.9665836095809937,1.098479151725769
a lone snowboarder jumping in midair with a snow covered mine in the background,A person snowboarding in mid air,2,1.0365171432495117,0.9147594571113586
A toddler is sitting at the bottom of a slide and smiling.,A child is playing.,2,1.6518809795379639,0.2626076638698578
Three men are sitting on a beach dressed in orange with refuse carts in front of them.,Carts filled with trash are sitting on the beach.,0,0.5645551681518555,0.44080427289009094
A young redheaded woman laughs at something.,A redheaded woman laughs at something.,2,1.5071536302566528,0.3954981863498688
"A man walks away from a bright yellow, red and blue bounce house.",A man leaves a brightly colored bounce house.,2,1.4462478160858154,0.5244815945625305
Young boy wearing pajamas lying down in bed and sleeping on a colorful striped pillow.,A young boy is sleeping at a sleep over.,1,0.9116756319999695,1.1460659503936768
A young woman holding a newborn in her arms while still wearing her hospital bracelet laying on a hospital bed.,A young woman is happily holding a newborn.,1,1.029184341430664,1.4842660427093506
Man on bike with female standing on rear of back with arms around his neck.,The two people are romantically involved.,1,0.8459562659263611,1.040417194366455
Little girl is flipping an omelet in the kitchen.,A young girl cooks pancakes.,0,1.1122028827667236,1.2717702388763428
Man and woman eating a hotdog.,A man and his family are eating pizza.,0,0.6292989253997803,0.7481162548065186
two girls sitting by a tree while playing.,The girls are not near a tree.,0,1.330427885055542,1.3781545162200928
"At a convention, a man takes a phone call behind the booth where he is selling things while others examine his merchandise.",The man is walking outside.,0,1.836669921875,2.986619234085083
This is a very large vegetable stand under a white tent.,Vegetables are being sold under a white tent.,2,1.1487295627593994,0.9613596796989441
A group of people gathered at night watching an event.,A group of humans are looking at the same direction.,1,0.8340630531311035,0.9839749932289124
"A chef in a kitchen cuts a piece off of a large slab of rotating meat on a stick, probably lamb.",The chef is sleeping in his canoe.,0,0.6151960492134094,0.7868025898933411
A woman wearing a gray sweater stands in the street near a green pole.,A man wearing a sweater inside,0,0.6366390585899353,0.4996577799320221
A crowd of people standing in front of statues.,The statue is made of marble.,1,1.018953800201416,0.6567001342773438
a man is swimming inside of a pool,there is a person drowning.,0,0.9642300605773926,0.8267819881439209
This land race gets a little wet and wild.,Someone fell into the lake during a race.,1,0.8335515260696411,0.4587932527065277
Two women standing outside looking at a water fountain with bright green trees in the background.,a woman sits in chair,0,0.6840115785598755,0.6476550102233887
A blond child is hiding behind a wooden post.,The child might be outside.,2,1.4841296672821045,0.4096318483352661
"Two orthodox Jews, one male, one female, are shown in traditional dress in a sidewalk scene.",Two jewish models pose for the camera on the sidewalk.,1,0.7971200942993164,0.6761426329612732
Very young boy is standing outside near a water fountain that is built into the ground and is squirting water.,The young boy is standing inside.,0,0.4225403070449829,0.31653743982315063
"Rider in ceremonial garb rides white Arabian horse, also wearing ceremonial blankets and tassels.",A traditionally dressed horse and rider at a parade.,2,1.1637539863586426,0.932619035243988
"A young boy, toddler age, wearing a blue shirt plays with a yellow dump truck in a family living room.",A young boy swings from a tire swing hung from a chandelier.,0,0.7419031262397766,1.0700173377990723
A group of young men in sports uniforms from two opposing teams are in vigorous play on a grassy field.,Men in a sports team play on the field,2,0.6256475448608398,1.5728495121002197
"Two Asian children, a boy and a girl, the girl looking squarely at the camera and the boy making a face.",the children are sleeping in their rooms,0,0.9979641437530518,1.288866639137268
Two men are standing in a boat.,Some people are in a boat.,2,1.6576296091079712,0.2366596758365631
"A toddler dressed only in a pamper is sitting on the floor playing with 4 ""car"" pieces to a train set.",People look for a lost dog.,0,0.99842369556427,1.5415714979171753
People crowded around toys on a table.,People are eating.,0,1.2216339111328125,1.2024049758911133
The German shepherd runs happily in the park.,Dog runs outside.,2,1.5910395383834839,0.3430686593055725
A lot of people walking outside a row of shops with an older man with his hands in his pocket is closer to the camera.,People are looking through the shops for stuff to buy.,1,0.8840222358703613,0.3133710026741028
An older and younger man smiling.,Two young girls are smiling at themselves in the mirror.,0,0.34526729583740234,0.31875166296958923
A woman with red-hair staples some papers,There are women shuffling papers.,0,1.1344835758209229,1.5432637929916382
A woman in an apron is looking for bread.,A woman is looking for bread in her kitchen cupboards.,1,0.8617417812347412,0.5980468988418579
A dark-skinned man in white shirts and a black sleeveless shirt flips his skateboard on a cement surface surrounded by tall buildings and palm trees.,a man does a skateboarding trick on a cement surface,2,0.7976362705230713,1.6470149755477905
two women in lingerie with green feathers around waist,A pair of strippers do a dance,1,1.445955514907837,1.56131911277771
A man and a woman are holding hands on the shore of a lake.,A man stands alone on a beach.,0,1.0331029891967773,0.9220740795135498
The surfer crouches low and rides the wave.,The wave is huge.,1,0.7774485349655151,1.7767760753631592
Four individuals are sitting on a small dock by the water as a boat sails by.,Four people sitting on a yacht.,0,1.21542489528656,1.104621171951294
The firefighter has a hose ready to tackle a car fire.,A firefighter rescues a cat from a house fire.,0,1.0809425115585327,1.4537320137023926
A young dark-haired woman crouches on the banks of a river while washing dishes.,A woman washes dishes.,2,1.3821431398391724,0.5051982998847961
Rugby player lifted to attempt a score against a red team defending.,sports team attempts to score,2,1.0258495807647705,1.341446876525879
Three young men are watching a tennis match on a large screen outdoors.,"Three young men watching a tennis match on a screen outdoors, because their brother is playing.",1,1.3409254550933838,1.1621166467666626
A man in a white shirt has his mouth open and is adjusting dials.,A man is wearing white.,2,1.4737160205841064,0.40035077929496765
A man in renaissance clothing is sitting on a brick wall.,the man is in jeans,0,0.6846502423286438,0.6876748204231262
A man is photographing a small staked camel and a woman is trying to walk past it.,A man and a woman are riding a camel.,0,0.893092155456543,0.7112971544265747
A boy in a green shirt is sitting in an almost empty stadium.,A boy is attending an event,1,1.2765331268310547,2.1230733394622803
A group of people clap and take pictures of an unseen subject.,A group is booing and throwing tomatoes at an unseen object.,0,1.0290969610214233,1.0260754823684692
A man standing a busy European town square with a tall placard sign printed with biblical phrases.,A person holding religious information is in the main location of an urban center.,2,0.6684116125106812,2.9801793098449707
a lone snowboarder jumping in midair with a snow covered mine in the background,A boy is snowboarding in mid air,1,0.9024924039840698,1.4451038837432861
"Two performers, one man playing a guitar, and one woman with a mic raised to her mouth are sitting on chairs performing.",A man and woman are kissing in a car.,0,0.6709425449371338,0.5380557179450989
A black dog walking through water.,A black dog is walking through water to catch a fish.,1,0.8666703701019287,0.38108301162719727
"Two men in polo shirts, reading the paper.",Two men reading the paper on their break.,1,0.7488393187522888,0.8505148887634277
Two people are in the ocean.,The two ocean goers are human.,2,0.9091559648513794,1.8533642292022705
A lady in a blue and white tube top takes her own picture with a disposable camera while another lady with a bag flashes a piece sign in the background.,A lady is taking pictures at a party.,1,0.7912931442260742,0.9205189943313599
A woman lowering ballast on a boat.,The captain of the boat is preparing for rough waters.,1,0.9235513806343079,0.0973658561706543
A construction man appears to be staring at a device.,The man is marveling at the technology.,1,0.279806524515152,1.6714893579483032
A woman on stage holding a microphone standing by a man.,Two people are lying on a couch,0,1.4920337200164795,1.666236162185669
A little girl is jumping over a yellow rope.,A girl jumps under a purple rope.,0,1.2843976020812988,1.4944641590118408
A black man in a long sleeves white collared shirt and a tie is walking to work in a big city.,The man is wearing shorts and a t-shirt as he jogs.,0,1.0347678661346436,1.2406206130981445
A woman wearing sunglasses holds two newspapers.,A person is wearing glasses.,2,1.289873719215393,0.5925467014312744
"A man wearing black pants, a black shirt, and an orange hat is using a nail gun to attach tar paper to a roof.",The man on a merry go round.,0,0.7740938663482666,0.9906753301620483
A young blond girl dressed in pink is lying on the floor next to some brown dominoes.,a bird eats a frog,0,1.0503454208374023,1.15046226978302
A little dark-haired girl runs on the beach.,The dark haired girl is asking for directions on the street.,0,0.7595512866973877,0.8955835103988647
Two girls kissing a man with a black shirt and brown hair on the cheeks.,Two girls kiss a man.,2,0.920873761177063,1.1054856777191162
A little child is looking towards someone while their head is in a painting designed like a bean.,A child is observing an artist doing his work.,1,0.8758754730224609,0.43666037917137146
A man in a blue t-shirt is watching two women sitting at a table in the kitchen baking.,A man watches two women cook,2,0.9123432636260986,1.0782785415649414
A clerk at a store is idling a waiting for next customer.,Clerk waits in checkout line at Walmart.,1,0.8633068799972534,0.5098780989646912
Everyone on the street in the city seem to be busy doing their own thing.,The people are watching what is happening.,0,1.0397552251815796,1.041347622871399
A band is playing on stage at a concert and the attendants are dancing to the music.,This is a prom.,1,0.9937843084335327,1.9484410285949707
"Man sitting on a bench, reading a book.",A male reads a book while seated on a bench.,2,0.651409924030304,2.3412318229675293
People wait in line at bus stop.,People wait for the bus to take them to the concert.,1,0.8997401595115662,0.17459547519683838
A man wearing shorts is playing an acoustic guitar while a person in the background looks the other way.,two women sing opera,0,0.7436636686325073,0.6157344579696655
A man in a blue shirt was arguing with a man in a green jacket and started to raise his fist in anger.,a man argues with another who is raising his fist,2,0.9614139795303345,1.016106367111206
A man in a white shirt is standing in a T-shirt booth.,A man in a white shirt standing in his t-shirt booth selling shirts.,1,0.7845950126647949,0.929655909538269
A baby is in an activity chair in a child's playroom.,The baby is playing with blocks.,1,1.2212530374526978,1.1807985305786133
Two men at a table having drinks.,Two people are drinking.,2,1.3152143955230713,0.5617872476577759
Man sitting on bench with a suitcase in front of PADDINGTON sign.,A man sitting with a sign,2,1.3666545152664185,0.5682042241096497
A girl in a black skirt and blue dress is watering flowers.,The girl is putting water in the pot.,0,0.5362845659255981,0.4947178065776825
A man with ski poles and a large camping backpack treks through the snow.,A camper with ski poles walks towards his campground.,1,0.6849958896636963,0.8420963287353516
Man walking a small pug.,The man is a mailman.,1,0.8074829578399658,0.6597684025764465
Two dancers in azure appear to be performing in an alleyway.,A pair of people are in the alleyway.,2,1.4841636419296265,0.383810430765152
Here we have a guy using a pressure washer on the sidewalk.,A guy is washing bird poop off of the sidewalk.,1,1.4039692878723145,1.5714218616485596
There is not an image here.,There is an image here.,0,1.7067506313323975,2.3510324954986572
A man in a lab coat is looking through a microscope.,A lifeguard sits by the pool,0,0.7256537079811096,0.8519546389579773
Three men in orange suits are doing street repairs at night.,Three men in orange suits escaped from prison.,0,0.8801282644271851,1.1179094314575195
A crowd of people are sitting in seats in a sports ground bleachers.,The crowd of people are asian.,1,1.2413029670715332,1.0596626996994019
It is a march of people of different backgrounds all walking and one guy in a green shirt holds a flag.,A man holds a flag.,2,1.770064115524292,0.17010632157325745
An olympian leaps over an obstacle.,A sprinter hurdles the barrier.,1,0.770810604095459,1.2366306781768799
Couple walking on the beach.,A couple is at the beach.,2,1.0464119911193848,0.8783746361732483
"A couple dressed in coats, hats, and scarves are standing in the snow.",The couple stood on the beach together.,0,0.8377370834350586,1.3255772590637207
Dog standing in grassy sand dune.,A basset hound runs by a park bench.,0,0.6435283422470093,0.6789147853851318
a man puts his hands up while telling an amusing story to his friend with a beard.,People share a conversation.,2,1.1082751750946045,0.8853976130485535
Two black dogs are frolicking around the grass together.,Two dogs chase each other in the high grass.,1,0.6809760332107544,0.7877382040023804
A black man wearing a red belt and a white man wearing a blue belt are pictured in the act of practicing martial arts inside a building with a woman looking on in the background.,The men are novices at martial arts.,1,0.8663001656532288,0.6368889808654785
A man wearing shorts is playing an acoustic guitar while a person in the background looks the other way.,a guy plays music while others look away,2,0.7327700257301331,2.1632778644561768
A man wearing a blue sweatshirt and a white hard hat is working on a construction project.,The man works only in a t-shirt and socks.,0,1.232835292816162,1.524742841720581
A man with a blue shirt and red scarf on his head holds a piece of fruit in front of a wood container full of fruit while a boy bicycles behind him.,A boy bicycles behind a man holding fruit.,2,1.4463175535202026,0.4884858727455139
An Asian man is standing on a rusty dock surrounded by ropes and tires and is sticking a fishing pole into the water in front of him.,A fisherman is working hard on the dock,1,0.9738079309463501,1.033182978630066
Four people stand in front of trees.,Four people outdoor.,2,1.5151464939117432,0.3953666090965271
A cheerful boy rides a makeshift sled down a snowy hill.,A boy is enjoying himself while thinking about sliding down a snow hill with his friends,1,0.8246281147003174,0.9115551114082336
Two women stop between a red smart car and a group of photographers to examine their items in hand.,The women are sisters.,1,1.0089755058288574,0.8771132826805115
One confused man is standing and staring off into the distance in front of some ticket collecting machines.,The man is confused because he doesn't know where he is.,1,0.6352723836898804,0.8130096197128296
"There is a woman here in a children's room, wearing a red vest, with her hand in a fake sharks mouth.",The woman is demonstrating a shark bite.,1,0.7012706995010376,0.6925972700119019
"Two men dressed in identical white jackets with green numbers and logo are studying something on a cellphone with great interest, while other men, identically dressed and standing in a group with these two, are interested in something to their right.",Three men in short sleeved shirts are cheering for a bike race.,0,0.8655606508255005,1.695305585861206
A tennis player in a pink outfit serves the ball to her opponent.,The woman hits a ball.,2,1.26102876663208,0.5703198313713074
a girl in a pumpkin dress sitting at a table.,There is a boy in a pumpkin dress sitting at a table.,0,1.4563342332839966,1.804592251777649
A man in a black coat eats a doughnut while other men look out of frame.,A naked man eats a doughnut.,0,1.31327223777771,1.3244132995605469
"The blond young man who had been splattered with paint colors of blue, orange, and green held up his camera to take a picture.",A man covered in paint after a paintball fight takes a photo.,1,1.3948217630386353,1.5850584506988525
A man of the cloth puts a black substance on a man's forehead.,The man puts something on the other mans head.,2,0.703760027885437,2.117936134338379
Two young men in black tank tops playing on a set of drums.,Some guys in black beat their drums.,2,0.8917465209960938,1.7007853984832764
"Men in dark clothes and women in dark, decorative skirts are looking at books while another man is standing in front of them holding a circular object.",the people are running through fire,0,0.6434614062309265,0.6056808233261108
A man poses for a photo in front of a Chinese building by jumping.,The man is dancing around the building.,0,0.548434853553772,0.5819928050041199
The small child is wearing winter clothes and a hat.,The small child is dressed in a parka.,1,0.7549173831939697,1.3520193099975586
"A festival displays two men dressed in red makeup and costume, while an older man has cream on his face.",The couple just filed for divorce.,0,0.9817824959754944,2.9508655071258545
A team of surgeons operate on a female patient.,The surgeons are operating on a male patient.,0,1.0903286933898926,1.2166993618011475
A man is sitting outside next to fruit.,A man sleeps on a car.,0,0.5122703909873962,0.415123850107193
A man in a grassy field throws a stick for a group of three brown dogs.,The man enjoys dogs.,1,1.2146494388580322,1.1395879983901978
A man in a suit cheering in a library in front of children.,A lawyer is encouraging some children at a contest.,1,1.2868984937667847,0.9086828231811523
Several runners compete in a road race.,Several runners compete in a bike race.,0,0.8240372538566589,1.0056304931640625
Rival female basketball teams are playing a game in front of an audience at an indoor arena.,Two female basketball teams are sitting at a restaurant after a game.,0,1.1400103569030762,1.786433458328247
A man and a boy behind the wheel of a car.,The man and the boy are buying shoes.,0,1.3291287422180176,1.8339879512786865
The African American man protests against unlawful sex.,The man sings and dances in the park.,0,0.5605564117431641,0.5857266783714294
A woman in black walks down the street in front of a graffited wall.,A young woman is standing and staring at a painted mural.,0,0.7564907670021057,0.9220033884048462
A rocker standing with one foot on the stage holding the microphone attached to the stand over his head.,A microphone is near the stage.,2,1.4581066370010376,0.38539183139801025
A Person in a dark shirt and shorts and a white helmet is jumping a bicycle over a mound of dirt.,A kid jumps a bike over a dirt ramp.,1,0.81026291847229,0.6486924290657043
An elderly lady holding a scruffy dog and smiling contently.,a woman holding her scruffy dog,2,0.7874245047569275,1.2791112661361694
A group of men are playing basketball as the sun sets.,A group of men are sitting in a group.,0,1.203364610671997,1.3746000528335571
A large crowd is standing around the start line.,People are crossing a finish line,0,0.6153243780136108,0.6748319268226624
A man with glasses and a Hawaiian shirt is standing next to a dog while another man with a blue hat looks at them from the back.,A butterfly flys freely.,0,1.5379819869995117,1.9764854907989502
A dalmatian runs through the woods.,the dog was shot,0,0.7263827919960022,0.881171703338623
A couple has been photographed through a gap in the fence while they are sitting near the water.,The couple is married.,1,0.785581648349762,0.5819896459579468
"A young women carrying some wooden cases, walking down the street and passing a street performer.",A person carrying cases,2,0.9590221643447876,0.9057314395904541
People are gathered by a tree beside a line of white tents.,People are gathered in the middle of the atlantic after a plane chrased.,0,0.7765778303146362,1.1735150814056396
"A young man and woman lay on a bed, the woman makes a goofy face.",The man and woman are relaxing together.,2,1.2560111284255981,0.6102802157402039
A boy is standing at the edge of a wave with the sun setting or rising in the background.,A boy is school.,0,1.3820005655288696,1.7421983480453491
Various men in wetsuits and goggles are standing.,Men are in wetsuits,2,1.0957112312316895,0.8209848403930664
Two girls smile for the camera.,Three men are smoking cigars.,0,0.9295909404754639,1.071263074874878
Asian man giving thumbs up on street.,An Asian man is congratulating someone for a job well done.,1,0.6476647853851318,0.4988992512226105
A mom and son enjoying a day in the park.,A mom and son enjoying a day on mars,0,0.8912264704704285,1.182800054550171
Man and woman rowing on surfboards third rower in distance.,Couple go out for their first surfing session as a couple.,1,0.9205858707427979,0.41334566473960876
A football coach is walking on a football field.,a football coach walks on the field,2,0.615189790725708,1.6999151706695557
A tan bird stands on a ledge about to eat something.,The bird is going to eat some bread.,1,1.0010243654251099,1.0976781845092773
A large amount of persons flying kites in a park.,one person is flying his kite.,0,0.5194441676139832,0.5662568807601929
A dune buggy with one male passenger gets some air as it drives over a sand dune.,One male passenger is wearing a seatbelt.,1,1.0353142023086548,1.7028417587280273
"A woman, wearing a white shirt and green shorts, sitting on a rock in a beautiful body of water.",The woman is going iceskating.,0,0.9305716753005981,0.9618369340896606
"A young man and woman lay on a bed, the woman makes a goofy face.",The man is laughing.,1,1.0788575410842896,1.0194623470306396
Old man with gray blanket on squatting against a wall,Old man stands with a blanket on his shoulder.,0,0.7241690158843994,0.683700442314148
Two people with bags next to a street at night.,It is day time,0,1.214743733406067,1.3667439222335815
Two young girls dressed in pink reach into wishing fountain at mall.,Girls try to get back the money they threw into the fountain.,1,0.6718802452087402,1.1554538011550903
Two men exchange conversation in a crowded place.,Two women exchange conversation in a crowded place.,0,1.457749366760254,2.601536750793457
Two girls riding an amusement park ride.,The two girls are screaming.,1,0.8288335800170898,2.0783615112304688
A woman in a pink shirt is holding a hot air balloon with an American flag on it.,A girl is flying a kite.,0,0.6798830628395081,0.5478551387786865
A small group of people listen to a man in a blue shirt in front of a natural stone two-story structure with five steps leading to a white door on the lower level.,an eagle sits in a tree,0,1.0309326648712158,1.0471265316009521
A male with a prosthetic leg diving for a volleyball.,The male has at least one prosthetic leg.,2,1.0291575193405151,1.2696919441223145
A solo shot of a man riding a four wheeler in an atv event.,The man is riding fast on the four wheeler.,1,0.7088724374771118,0.9786317348480225
a green and white trolley car with an advertisement of coffee on the side and front of it in a city.,A trolley taking people to work and school.,1,1.124513864517212,0.7146452069282532
A young man is using gloves to control a device with wires in it.,A young man is working on the electrical wiring for a new factory.,1,0.9542768001556396,0.22661623358726501
People sitting on benches in a public area.,There are people sitting on benches outdoors talking to each other.,1,1.3374359607696533,0.8099544048309326
Military troops are gathered together and some are using tongs to turn over a variety of food on grill racks over coals.,Troops are together,2,1.290831208229065,0.6955382823944092
"A woman with a red scarf, white shirt, and tan shorts is giving a shushing sign to the camera in front of shelves of books.",the woman is white,1,1.0551947355270386,1.3151079416275024
Several people wait to checkout inside a store with a warehouse looking ceiling.,home depot is making everybody wait for no reason,1,0.8524771928787231,0.3742503225803375
People boating on a lake with the sun through the clouds in the distance.,people on boat,2,1.0452547073364258,0.9330692887306213
A person is sitting in front of three blue and white port-o-potties with a mop propped against them.,The person is using the toilet.,0,0.5024484992027283,0.4628187119960785
"A man stands on a dock near several boats, while 2 other men are on one of the boats.",A man is sitting on a dock.,0,1.038658618927002,0.8974844217300415
A young boy wearing a red shirt runs along a gravel road.,A boy sits in the road.,0,1.3059687614440918,1.4183019399642944
"A man wearing a green apron, working at a street side vendor called NY Dosas, miles at the camera.",The man selling halal meat in his food cart is smiling at the camera.,1,1.4655126333236694,1.2718408107757568
A girl swings high in the air.,A girl is gaining momentum to flip off the swing,1,0.7500115036964417,0.5842679738998413
A man in a button up shirt with a black shirt underneath presents in front of a television.,The man is wearing a button up shirt.,2,1.0425732135772705,0.9411530494689941
A man wandering in the desert as the clouds roll in.,A man and a camel wonder in the desert.,1,0.4485335350036621,1.548161268234253
A small dark-haired boy climbing in a large tree.,A small dark-haired boy wearing a blue shirt is climbing in a large tree with a tree house in it.,1,1.1832987070083618,1.3777061700820923
A mother and daughter walk along the side of a bridge.,A mother and daughter are eating spaghetti in a kitchen.,0,0.7283297777175903,0.6586994528770447
Construction workers use cables to hang from the sides of buildings.,Construction workers are making repairs.,1,1.0224558115005493,1.184054970741272
A man is holding a bus pole in front of a building.,The man is outside,2,1.19590425491333,0.7824837565422058
A young man standing on a plank of wood and using a large saw to cut it.,A young man is making a fence.,1,1.2088119983673096,1.488303542137146
A busy kitchen preparing for the afternoon rush.,They are on motorcycles.,0,0.740432858467102,0.5934726595878601
People walk in a subway hallway.,The subway is a busy place.,1,1.1731727123260498,0.7412141561508179
a group of four people conversing next to a bus,Friends discuss their trip before the tour starts.,1,0.6220554709434509,0.9675998687744141
A blond woman shows her profile in front of a white luxury car.,A brunette woman shows her profile in front of a white luxury car.,0,1.364236831665039,1.55397629737854
Two men working in a small factory.,Men working in a factory.,2,1.2670869827270508,0.7263838052749634
A water scene with a sunset in the background.,There is a water scene with a full moon in the back.,0,0.8560584783554077,0.9475552439689636
The man in the white shirt holds up a playing card.,The man is holding up a domino.,0,1.3008415699005127,1.6941486597061157
Two men trying to hoist themselves up from the water on to a walkway made of tires.,two men are at a ball game,0,1.2024568319320679,1.3514227867126465
A girl holding a beverage points at a painting.,The girl has a beverage.,2,1.2554209232330322,0.7948002815246582
"The tops of a large number of balloons are visible behind a wall, with a large high rise building in the background.",A man and woman watch the sun set over the ocean.,0,0.5658631920814514,0.5757113099098206
Two boys sitting and eating ice cream.,The boys are eating.,2,0.8609086275100708,1.9578393697738647
Young man walking dog,The man is training the dog.,1,0.4215613603591919,1.2273643016815186
a young man wearing dark sunglasses smiling,A boy is taking an exam.,0,1.3166090250015259,1.4856512546539307
A man wearing a red and white Canadian uniform is riding a racing bike in an arena.,A man is cycling at a velodrome.,1,0.9870365858078003,1.4559416770935059
A man in a checkered shirt pushes a red bin in front of him while wearing something on his head.,The man has nothing on his head.,0,1.1281499862670898,1.1302205324172974
Four females wearing helments are riding on an ATV.,Three men are driving motor scooters.,0,0.8003686666488647,0.7713257670402527
Person walking down lighted tunnel with green handrail.,a person walking in a tunnel is lost,1,0.9723657965660095,1.7393028736114502
